+--------------+----------------------+
|     Gene     | Number of Variations |
| NM_001039361 |          0           |
| NM_001038707 |          0           |
| NM_001038633 |          0           |
| NM_001037675 |          0           |
| NM_001037339 |          0           |
| NM_001037317 |          0           |
| NM_001037175 |          0           |
| NM_001035513 |          0           |
| NM_001035512 |          0           |
| NM_001035511 |          0           |
| NM_001034077 |          0           |
| NM_001034024 |          0           |
| NM_001034023 |          0           |
| NM_001033910 |          0           |
| NM_001033082 |          0           |
| NM_001033081 |          0           |
| NM_001033056 |          0           |
| NM_001033044 |          0           |
| NM_001033025 |          0           |
| NM_001032730 |          0           |
| NM_001032291 |          0           |
| NM_001031800 |          0           |
| NM_001031740 |          0           |
| NM_001031725 |          0           |
| NM_001031694 |          0           |
| NM_001031685 |          0           |
| NM_001031680 |          0           |
| NM_001031672 |          0           |
|  NM_001030   |          0           |
| NM_001029882 |          0           |
| NM_001025603 |          0           |
| NM_001025598 |          0           |
| NM_001025247 |          0           |
| NM_001025199 |          0           |
| NM_001025197 |          0           |
| NM_001025109 |          0           |
| NM_001025107 |          0           |
| NM_001024948 |          0           |
| NM_001024940 |          0           |
| NM_001024845 |          0           |
| NM_001024732 |          0           |
| NM_001024679 |          0           |
| NM_001024661 |          0           |
| NM_001024601 |          0           |
| NM_001024599 |          0           |
| NM_001024594 |          0           |
| NM_001024228 |          0           |
| NM_001024227 |          0           |
| NM_001024226 |          0           |
| NM_001024216 |          0           |
| NM_001024215 |          0           |
| NM_001024213 |          0           |
| NM_001024212 |          0           |
| NM_001024211 |          0           |
| NM_001024210 |          0           |
| NM_001024209 |          0           |
| NM_001020658 |          0           |
| NM_001018837 |          0           |
| NM_001018069 |          0           |
| NM_001018068 |          0           |
| NM_001018067 |          0           |
| NM_001018054 |          0           |
| NM_001018053 |          0           |
| NM_001018017 |          0           |
| NM_001018016 |          0           |
| NM_001017975 |          0           |
| NM_001017961 |          0           |
| NM_001017418 |          0           |
| NM_001017416 |          0           |
| NM_001017415 |          0           |
| NM_001017402 |          0           |
| NM_001014980 |          0           |
| NM_001014975 |          0           |
| NM_001014841 |          0           |
| NM_001014839 |          0           |
| NM_001014450 |          0           |
| NM_001014443 |          0           |
| NM_001014434 |          0           |
| NM_001014342 |          0           |
| NM_001014291 |          0           |
| NM_001013693 |          0           |
| NM_001013661 |          0           |
| NM_001013660 |          0           |
| NM_001013642 |          0           |
| NM_001013632 |          0           |
| NM_001013631 |          0           |
| NM_001013630 |          0           |
| NM_001013625 |          0           |
| NM_001013407 |          0           |
| NM_001013355 |          0           |
| NM_001012985 |          0           |
| NM_001012758 |          0           |
| NM_001012425 |          0           |
| NM_001012329 |          0           |
| NM_001012277 |          0           |
| NM_001012276 |          0           |
|  NM_001012   |          0           |
| NM_001011547 |          0           |
| NM_001010985 |          0           |
| NM_001010984 |          0           |
| NM_001010979 |          0           |
| NM_001010978 |          0           |
| NM_001010969 |          0           |
| NM_001010926 |          0           |
| NM_001010922 |          0           |
| NM_001010890 |          0           |
| NM_001010889 |          0           |
| NM_001010883 |          0           |
| NM_001010866 |          0           |
| NM_001010861 |          0           |
| NM_001010858 |          0           |
| NM_001010857 |          0           |
| NM_001010847 |          0           |
| NM_001010846 |          0           |
| NM_001009992 |          0           |
| NM_001009955 |          0           |
| NM_001009931 |          0           |
| NM_001009881 |          0           |
| NM_001009611 |          0           |
| NM_001009566 |          0           |
| NM_001008800 |          0           |
| NM_001008740 |          0           |
| NM_001008662 |          0           |
| NM_001008661 |          0           |
| NM_001008536 |          0           |
| NM_001008493 |          0           |
| NM_001008221 |          0           |
